Date,Visitor,Home,V_Score,H_Score,Predicted_Spread,Market_Spread,Spread_Edge,Predicted_Total,Market_Total,Total_Edge,Bet_Signals
2025-12-31,Campbell,Monmouth,70.8,74.5,3.7,-1.5,2.2,144.9,152.5,7.6,TOTAL UNDER 152.5 (5.0%); SPREAD Monmouth -1.5 (5.0%)
2025-12-31,Charleston,Elon,72.4,73.9,1.6,-3.5,1.9,146.3,156.5,10.2,TOTAL UNDER 156.5 (5.0%)
2025-12-31,Charleston Southern,Gardner-Webb,66.3,74.2,7.9,12.5,20.4,139.7,162.5,22.8,TOTAL UNDER 162.5 (5.0%); SPREAD Gardner-Webb +12.5 (5.0%)
2025-12-31,Clemson,Syracuse,79.7,66.6,-13.1,1.5,11.6,144.0,141.5,2.5,SPREAD Clemson -1.5 (5.0%)
2025-12-31,Fordham,Dayton,73.0,81.8,8.8,-16.5,7.7,150.3,138.5,11.8,TOTAL OVER 138.5 (5.0%); SPREAD Fordham +16.5 (5.0%)
2025-12-31,George Mason,La Salle,75.0,62.4,-12.6,9.5,3.1,137.3,136.5,0.8,SPREAD George Mason -9.5 (5.0%)
2025-12-31,High Point,UNC Asheville,88.1,79.7,-8.4,12.5,4.1,148.2,155.5,7.3,SPREAD UNC Asheville +12.5 (5.0%)
2025-12-31,NJIT,Penn,64.2,71.5,7.3,-14.5,7.2,135.3,150.5,15.2,TOTAL UNDER 150.5 (5.0%); SPREAD NJIT +14.5 (5.0%)
2025-12-31,Radford,USC Upstate,76.3,66.5,-9.7,-1.5,11.2,142.9,158.5,15.6,TOTAL UNDER 158.5 (5.0%); SPREAD Radford +1.5 (5.0%)
2025-12-31,Rice,Tulsa,69.0,65.4,-3.6,-13.5,17.1,135.1,153.5,18.4,TOTAL UNDER 153.5 (5.0%); SPREAD Rice +13.5 (5.0%)
2025-12-31,St. Bonaventure,VCU,61.7,78.0,16.2,-10.5,5.7,139.2,156.5,17.3,TOTAL UNDER 156.5 (5.0%); SPREAD VCU -10.5 (5.0%)
2025-12-31,Stony Brook,William & Mary,68.2,79.4,11.2,-10.5,0.7,145.5,157.5,12.0,TOTAL UNDER 157.5 (5.0%)
2025-12-31,Texas St.,Troy,65.0,81.8,16.8,-8.5,8.3,143.5,144.5,1.0,SPREAD Troy -8.5 (5.0%)
2025-12-31,Towson,Hampton,69.7,71.2,1.6,5.5,7.1,136.8,136.5,0.3,SPREAD Hampton +5.5 (5.0%)
2025-12-31,Colgate,Lafayette,69.7,70.6,1.0,6.5,7.5,140.7,147.5,6.8,TOTAL UNDER 147.5 (5.0%); SPREAD Lafayette +6.5 (5.0%)
2025-12-31,Northeastern,North Carolina A&T,78.7,66.6,-12.1,3.5,8.6,145.5,155.5,10.0,TOTAL UNDER 155.5 (5.0%); SPREAD Northeastern -3.5 (5.0%)
2025-12-31,Winthrop,Longwood,84.5,85.8,1.3,8.5,9.8,164.6,161.5,3.1,TOTAL OVER 161.5 (5.0%); SPREAD Longwood +8.5 (5.0%)
2025-12-31,George Washington,Richmond,73.3,61.8,-11.6,3.5,8.1,135.7,161.5,25.8,TOTAL UNDER 161.5 (5.0%); SPREAD George Washington -3.5 (5.0%)
2025-12-31,Georgia St.,Marshall,72.9,83.6,10.8,-13.5,2.7,155.4,153.5,1.9,SPREAD Georgia St. +13.5 (5.0%)
2025-12-31,Georgia Tech,Duke,63.0,100.6,37.6,-27.5,10.1,148.3,153.5,5.2,SPREAD Duke -27.5 (5.0%)
2025-12-31,Kansas City,Denver,69.2,64.3,-4.9,-10.5,15.4,133.0,157.5,24.5,TOTAL UNDER 157.5 (5.0%); SPREAD Kansas City +10.5 (5.0%)
2025-12-31,North Texas,Memphis,63.2,70.4,7.2,-10.5,3.3,133.2,135.5,2.3,SPREAD North Texas +10.5 (5.0%)
2025-12-31,Saint Joseph's,Saint Louis,72.3,70.2,-2.0,-20.5,22.5,142.6,159.5,16.9,TOTAL UNDER 159.5 (5.0%); SPREAD Saint Joseph's +20.5 (5.0%)
2025-12-31,Wichita St.,UAB,80.2,84.1,3.8,-3.5,0.3,156.2,149.5,6.7,TOTAL OVER 149.5 (5.0%)
2025-12-31,New Orleans,Texas A&M Corpus Chris,67.3,82.9,15.6,-4.5,11.1,150.1,144.5,5.6,TOTAL OVER 144.5 (5.0%); SPREAD Texas A&M Corpus Chris -4.5 (5.0%)
2025-12-31,Stephen F. Austin,Northwestern St.,61.7,63.2,1.5,8.5,10.0,125.4,140.5,15.1,TOTAL UNDER 140.5 (5.0%); SPREAD Northwestern St. +8.5 (5.0%)
2025-12-31,UConn,Xavier,74.2,73.9,-0.2,12.5,12.3,142.2,145.5,3.3,SPREAD Xavier +12.5 (5.0%)
2025-12-31,South Dakota,North Dakota St.,80.4,84.5,4.2,-11.5,7.3,149.5,163.5,14.0,SPREAD South Dakota +11.5 (5.0%)
2025-12-31,DePaul,Villanova,67.3,76.0,8.8,-12.5,3.7,139.3,135.5,3.8,TOTAL OVER 135.5 (5.0%); SPREAD DePaul +12.5 (5.0%)
2025-12-31,Drexel,UNC Wilmington,60.6,71.0,10.4,-11.5,1.1,132.2,139.5,7.3,TOTAL UNDER 139.5 (5.0%)
2025-12-31,St. John's,Georgetown,81.5,70.2,-11.3,8.5,2.8,151.3,154.5,3.2,TOTAL UNDER 154.5 (5.0%); SPREAD St. John's -8.5 (5.0%)
2025-12-31,Army,Lehigh,70.9,75.2,4.2,-4.5,0.3,146.0,142.5,3.5,TOTAL OVER 142.5 (5.0%)
2025-12-31,Lamar,East Texas A&M,65.8,62.9,-2.8,5.5,2.7,129.1,142.5,13.4,TOTAL UNDER 142.5 (5.0%); SPREAD East Texas A&M +5.5 (5.0%)
2025-12-31,Loyola Chicago,Rhode Island,75.8,74.8,-1.1,-8.5,9.6,150.8,146.5,4.3,TOTAL OVER 146.5 (5.0%); SPREAD Loyola Chicago +8.5 (5.0%)
2025-12-31,Mercer,Furman,67.3,77.6,10.4,-1.5,8.9,144.6,155.5,10.9,TOTAL UNDER 155.5 (5.0%); SPREAD Furman -1.5 (5.0%)
2025-12-31,Tulane,East Carolina,73.4,75.1,1.8,1.5,3.3,146.1,144.5,1.6,SPREAD East Carolina +1.5 (5.0%)
2025-12-31,Wake Forest,NC State,72.0,67.4,-4.6,-9.5,14.1,139.1,158.5,19.4,TOTAL UNDER 158.5 (5.0%); SPREAD Wake Forest +9.5 (5.0%)
2025-12-31,Boston University,Navy,66.0,68.9,2.9,-4.5,1.6,134.8,137.5,2.7,
2025-12-31,Buffalo,Northern Illinois,72.0,73.4,1.5,6.5,8.0,146.1,152.5,6.4,TOTAL UNDER 152.5 (5.0%); SPREAD Northern Illinois +6.5 (5.0%)
2025-12-31,Loyola MD,American,64.9,70.2,5.3,-10.5,5.2,135.8,153.5,17.7,TOTAL UNDER 153.5 (5.0%); SPREAD Loyola MD +10.5 (5.0%)
2025-12-31,South Alabama,Louisiana,75.3,63.7,-11.6,2.5,9.1,137.0,124.5,12.5,TOTAL OVER 124.5 (5.0%); SPREAD South Alabama -2.5 (5.0%)
2025-12-31,UTSA,Florida Atlantic,80.6,85.1,4.5,-16.5,12.0,157.7,155.5,2.2,SPREAD UTSA +16.5 (5.0%)
2025-12-31,Wofford,Western Carolina,76.1,64.1,-12.0,1.5,10.5,140.1,153.5,13.4,TOTAL UNDER 153.5 (5.0%); SPREAD Wofford -1.5 (5.0%)
2025-12-31,Virginia,Virginia Tech,61.4,65.2,3.8,5.5,9.3,126.2,153.5,27.3,TOTAL UNDER 153.5 (5.0%); SPREAD Virginia Tech +5.5 (5.0%)
2025-12-31,Appalachian St.,Old Dominion,62.4,62.5,0.1,-2.5,2.4,124.8,137.5,12.7,TOTAL UNDER 137.5 (5.0%); SPREAD Appalachian St. +2.5 (5.0%)
2025-12-31,Bucknell,Holy Cross,72.7,65.8,-6.9,2.5,4.4,138.8,136.5,2.3,SPREAD Bucknell -2.5 (5.0%)
2025-12-31,Campbell,Monmouth,70.8,74.5,3.7,-1.5,2.2,144.9,152.5,7.6,TOTAL UNDER 152.5 (5.0%); SPREAD Monmouth -1.5 (5.0%)
2025-12-31,Charleston,Elon,71.9,73.8,1.9,-3.5,1.6,145.7,156.5,10.8,TOTAL UNDER 156.5 (5.0%)
2025-12-31,Charleston Southern,Gardner-Webb,66.2,74.2,8.0,12.5,20.5,140.2,162.5,22.3,TOTAL UNDER 162.5 (5.0%); SPREAD Gardner-Webb +12.5 (5.0%)
2025-12-31,Clemson,Syracuse,79.8,66.5,-13.3,1.5,11.8,144.0,141.5,2.5,SPREAD Clemson -1.5 (5.0%)
2025-12-31,Fordham,Dayton,73.2,81.6,8.5,-16.5,8.0,150.3,138.5,11.8,TOTAL OVER 138.5 (5.0%); SPREAD Fordham +16.5 (5.0%)
2025-12-31,George Mason,La Salle,75.1,62.2,-12.9,9.5,3.4,137.3,136.5,0.8,SPREAD George Mason -9.5 (5.0%)
2025-12-31,High Point,UNC Asheville,87.8,79.7,-8.1,12.5,4.4,148.2,155.5,7.3,SPREAD UNC Asheville +12.5 (5.0%)
2025-12-31,NJIT,Penn,64.4,71.4,7.0,-14.5,7.5,135.7,150.5,14.8,TOTAL UNDER 150.5 (5.0%); SPREAD NJIT +14.5 (5.0%)
2025-12-31,Radford,USC Upstate,76.5,66.6,-9.8,-1.5,11.3,143.1,158.5,15.4,TOTAL UNDER 158.5 (5.0%); SPREAD Radford +1.5 (5.0%)
2025-12-31,Rice,Tulsa,69.2,66.1,-3.1,-13.5,16.6,135.1,153.5,18.4,TOTAL UNDER 153.5 (5.0%); SPREAD Rice +13.5 (5.0%)
2025-12-31,St. Bonaventure,VCU,61.6,77.6,16.1,-10.5,5.6,139.6,156.5,16.9,TOTAL UNDER 156.5 (5.0%); SPREAD VCU -10.5 (5.0%)
2025-12-31,Stony Brook,William & Mary,68.8,79.4,10.6,-10.5,0.1,145.5,157.5,12.0,TOTAL UNDER 157.5 (5.0%)
2025-12-31,Texas St.,Troy,64.7,81.5,16.7,-8.5,8.2,143.5,144.5,1.0,SPREAD Troy -8.5 (5.0%)
2025-12-31,Towson,Hampton,69.4,71.0,1.6,5.5,7.1,136.8,136.5,0.3,SPREAD Hampton +5.5 (5.0%)
2025-12-31,Colgate,Lafayette,69.8,70.7,0.9,6.5,7.4,140.0,147.5,7.5,TOTAL UNDER 147.5 (5.0%); SPREAD Lafayette +6.5 (5.0%)
2025-12-31,Northeastern,North Carolina A&T,78.5,66.7,-11.9,3.5,8.4,145.4,155.5,10.1,TOTAL UNDER 155.5 (5.0%); SPREAD Northeastern -3.5 (5.0%)
2025-12-31,Winthrop,Longwood,84.4,86.0,1.6,8.5,10.1,164.6,161.5,3.1,TOTAL OVER 161.5 (5.0%); SPREAD Longwood +8.5 (5.0%)
2025-12-31,George Washington,Richmond,73.6,61.9,-11.7,3.5,8.2,135.6,161.5,25.9,TOTAL UNDER 161.5 (5.0%); SPREAD George Washington -3.5 (5.0%)
2025-12-31,Georgia St.,Marshall,72.7,83.8,11.1,-13.5,2.4,155.4,153.5,1.9,SPREAD Georgia St. +13.5 (5.0%)
2025-12-31,Georgia Tech,Duke,63.4,100.8,37.4,-27.5,9.9,148.3,153.5,5.2,SPREAD Duke -27.5 (5.0%)
2025-12-31,Kansas City,Denver,69.2,64.0,-5.3,-10.5,15.8,134.0,157.5,23.5,TOTAL UNDER 157.5 (5.0%); SPREAD Kansas City +10.5 (5.0%)
2025-12-31,North Texas,Memphis,63.2,70.6,7.3,-10.5,3.2,133.4,135.5,2.1,SPREAD North Texas +10.5 (5.0%)
2025-12-31,Saint Joseph's,Saint Louis,72.8,70.4,-2.4,-20.5,22.9,143.0,159.5,16.5,TOTAL UNDER 159.5 (5.0%); SPREAD Saint Joseph's +20.5 (5.0%)
2025-12-31,Wichita St.,UAB,79.7,84.2,4.5,-3.5,1.0,156.2,149.5,6.7,TOTAL OVER 149.5 (5.0%)
2025-12-31,New Orleans,Texas A&M Corpus Chris,67.1,83.1,16.0,-4.5,11.5,150.1,144.5,5.6,TOTAL OVER 144.5 (5.0%); SPREAD Texas A&M Corpus Chris -4.5 (5.0%)
2025-12-31,Stephen F. Austin,Northwestern St.,61.7,63.5,1.7,8.5,10.2,125.8,140.5,14.7,TOTAL UNDER 140.5 (5.0%); SPREAD Northwestern St. +8.5 (5.0%)
2025-12-31,UConn,Xavier,74.7,73.8,-0.8,12.5,11.7,142.2,145.5,3.3,SPREAD Xavier +12.5 (5.0%)
2025-12-31,South Dakota,North Dakota St.,79.8,84.2,4.5,-11.5,7.0,149.5,163.5,14.0,SPREAD South Dakota +11.5 (5.0%)
2025-12-31,DePaul,Villanova,67.3,76.1,8.8,-12.5,3.7,139.3,135.5,3.8,TOTAL OVER 135.5 (5.0%); SPREAD DePaul +12.5 (5.0%)
2025-12-31,Drexel,UNC Wilmington,60.7,71.2,10.5,-11.5,1.0,132.1,139.5,7.4,TOTAL UNDER 139.5 (5.0%)
2025-12-31,St. John's,Georgetown,81.3,69.8,-11.5,8.5,3.0,151.8,154.5,2.7,SPREAD St. John's -8.5 (5.0%)
2026-01-01,Georgia Southern,Coastal Carolina,72.1,61.9,-10.2,-1.5,11.7,133.5,157.5,24.0,TOTAL UNDER 157.5 (5.0%); SPREAD Georgia Southern +1.5 (5.0%)
2026-01-01,Oakland,Youngstown State,68.3,69.2,1.0,-2.5,1.5,137.4,156.5,19.1,TOTAL UNDER 156.5 (5.0%)
2026-01-01,Samford,VMI,88.0,73.9,-14.1,6.5,7.6,158.6,150.5,8.1,TOTAL OVER 150.5 (5.0%); SPREAD Samford -6.5 (5.0%)
2026-01-01,Stetson,North Alabama,66.1,84.1,18.0,-9.5,8.5,148.0,142.5,5.5,TOTAL OVER 142.5 (5.0%); SPREAD North Alabama -9.5 (5.0%)
2026-01-01,Florida Gulf Coast,Central Arkansas,72.1,67.6,-4.5,2.5,2.0,140.1,156.5,16.4,TOTAL UNDER 156.5 (5.0%); SPREAD Florida Gulf Coast -2.5 (5.0%)
2026-01-01,Green Bay,Purdue Fort Wayne,71.6,88.1,16.5,-7.5,9.0,157.7,147.5,10.2,TOTAL OVER 147.5 (5.0%); SPREAD Purdue Fort Wayne -7.5 (5.0%)
2026-01-01,IUPUI,Northern Kentucky,69.8,81.0,11.2,-13.5,2.3,140.6,176.5,35.9,TOTAL UNDER 176.5 (5.0%); SPREAD IUPUI +13.5 (5.0%)
2026-01-01,Jacksonville,Lipscomb,70.0,71.5,1.5,-12.5,11.0,141.0,147.5,6.5,TOTAL UNDER 147.5 (5.0%); SPREAD Jacksonville +12.5 (5.0%)
2026-01-01,Milwaukee,Wright State,81.8,73.1,-8.7,-6.5,15.2,152.0,147.5,4.5,TOTAL OVER 147.5 (5.0%); SPREAD Milwaukee +6.5 (5.0%)
2026-01-01,Oral Roberts,North Dakota,73.3,86.8,13.5,-1.5,12.0,152.3,146.5,5.8,TOTAL OVER 146.5 (5.0%); SPREAD North Dakota -1.5 (5.0%)
2026-01-01,California Baptist,UT Arlington,73.6,72.9,-0.7,2.5,1.8,145.7,134.5,11.2,TOTAL OVER 134.5 (5.0%)
2026-01-01,Evansville,Illinois State,67.0,74.5,7.5,-13.5,6.0,141.5,144.5,3.0,TOTAL UNDER 144.5 (5.0%); SPREAD Evansville +13.5 (5.0%)
2026-01-01,Valparaiso,Southern Illinois,72.5,78.7,6.2,-7.5,1.3,151.5,147.5,4.0,TOTAL OVER 147.5 (5.0%)
2026-01-01,Chattanooga,UNC Greensboro,72.8,73.5,0.7,1.5,2.2,139.4,147.5,8.1,TOTAL UNDER 147.5 (5.0%); SPREAD UNC Greensboro +1.5 (5.0%)
2026-01-01,Portland State,Weber State,74.2,68.4,-5.8,-0.5,6.3,142.8,150.5,7.7,TOTAL UNDER 150.5 (5.0%); SPREAD Portland State +0.5 (5.0%)
2026-01-01,Morehead State,Lindenwood,62.0,68.7,6.7,-7.5,0.8,130.9,150.5,19.6,TOTAL UNDER 150.5 (5.0%)
2026-01-01,UC Irvine,Cal State Bakersfield,78.3,69.5,-8.8,10.5,1.7,147.0,143.5,3.5,TOTAL OVER 143.5 (5.0%)
2026-01-01,Omaha,South Dakota State,76.6,80.9,4.3,-7.5,3.2,152.8,151.5,1.3,SPREAD Omaha +7.5 (5.0%)
2026-01-01,Northern Arizona,Montana,72.2,79.5,7.3,-5.5,1.8,147.1,148.5,1.4,
2026-01-01,Bellarmine,West Georgia,76.1,75.1,-1.0,1.5,0.5,147.7,152.5,4.8,TOTAL UNDER 152.5 (4.8%)
2026-01-01,Bradley,Belmont,74.9,78.1,3.1,-4.5,1.4,152.1,153.5,1.4,
2026-01-01,Eastern Kentucky,Queens University,79.3,81.2,1.9,-4.5,2.6,151.8,164.5,12.7,TOTAL UNDER 164.5 (5.0%); SPREAD Eastern Kentucky +4.5 (5.0%)
2026-01-01,Hawaii,UC Riverside,67.5,73.3,5.9,7.5,13.4,140.8,150.5,9.7,TOTAL UNDER 150.5 (5.0%); SPREAD UC Riverside +7.5 (5.0%)
2026-01-01,Indiana State,Northern Iowa,71.5,78.0,6.4,-9.5,3.1,148.1,134.5,13.6,TOTAL OVER 134.5 (5.0%); SPREAD Indiana State +9.5 (5.0%)
2026-01-01,North Florida,Austin Peay,77.3,79.6,2.3,-14.5,12.2,150.1,162.5,12.4,TOTAL UNDER 162.5 (5.0%); SPREAD North Florida +14.5 (5.0%)
2026-01-01,Utah Tech,Abilene Christian,64.2,79.3,15.0,-5.5,9.5,143.3,138.5,4.8,TOTAL OVER 138.5 (5.0%); SPREAD Abilene Christian -5.5 (5.0%)
2026-01-01,Utah Valley,Tarleton State,61.4,67.1,5.7,3.5,9.2,128.8,147.5,18.7,TOTAL UNDER 147.5 (5.0%); SPREAD Tarleton State +3.5 (5.0%)
2026-01-01,Murray State,Illinois Chicago,71.9,72.2,0.3,6.5,6.8,144.2,158.5,14.3,TOTAL UNDER 158.5 (5.0%); SPREAD Illinois Chicago +6.5 (5.0%)
2026-01-01,Northern Colorado,Montana State,75.8,73.9,-1.9,-2.5,4.4,148.5,150.5,2.0,SPREAD Northern Colorado +2.5 (5.0%)
2026-01-01,Sacramento State,Idaho State,64.2,75.3,11.1,-10.5,0.6,139.6,150.5,10.9,TOTAL UNDER 150.5 (5.0%)
2026-01-01,UC San Diego,Cal Poly,83.2,71.9,-11.3,8.5,2.8,151.0,171.5,20.5,TOTAL UNDER 171.5 (5.0%); SPREAD UC San Diego -8.5 (5.0%)
2026-01-01,Georgia Southern,Coastal Carolina,72.1,61.9,-10.2,-1.5,11.7,134.0,157.5,23.5,TOTAL UNDER 157.5 (5.0%); SPREAD Georgia Southern +1.5 (5.0%)
2026-01-01,Oakland,Youngstown State,67.9,69.2,1.3,-2.5,1.2,137.2,156.5,19.3,TOTAL UNDER 156.5 (5.0%)
2026-01-01,Samford,VMI,87.7,73.5,-14.2,6.5,7.7,158.6,150.5,8.1,TOTAL OVER 150.5 (5.0%); SPREAD Samford -6.5 (5.0%)
2026-01-01,Stetson,North Alabama,66.0,84.0,18.0,-9.5,8.5,148.0,142.5,5.5,TOTAL OVER 142.5 (5.0%); SPREAD North Alabama -9.5 (5.0%)
2026-01-01,Florida Gulf Coast,Central Arkansas,72.0,67.7,-4.3,2.5,1.8,139.6,156.5,16.9,TOTAL UNDER 156.5 (5.0%)
2026-01-01,Green Bay,Purdue Fort Wayne,71.7,88.1,16.4,-7.5,8.9,157.7,147.5,10.2,TOTAL OVER 147.5 (5.0%); SPREAD Purdue Fort Wayne -7.5 (5.0%)
2026-01-01,IUPUI,Northern Kentucky,69.8,80.9,11.2,-13.5,2.3,140.6,176.5,35.9,TOTAL UNDER 176.5 (5.0%); SPREAD IUPUI +13.5 (5.0%)
2026-01-01,Jacksonville,Lipscomb,70.0,71.2,1.2,-12.5,11.3,141.4,147.5,6.1,TOTAL UNDER 147.5 (5.0%); SPREAD Jacksonville +12.5 (5.0%)
2026-01-01,Milwaukee,Wright State,82.0,73.6,-8.5,-6.5,15.0,152.0,147.5,4.5,TOTAL OVER 147.5 (5.0%); SPREAD Milwaukee +6.5 (5.0%)
2026-01-01,Oral Roberts,North Dakota,73.9,86.9,13.0,-1.5,11.5,152.3,146.5,5.8,TOTAL OVER 146.5 (5.0%); SPREAD North Dakota -1.5 (5.0%)
2026-01-01,California Baptist,UT Arlington,72.9,72.9,0.0,2.5,2.5,145.7,134.5,11.2,TOTAL OVER 134.5 (5.0%); SPREAD UT Arlington +2.5 (5.0%)
2026-01-01,Evansville,Illinois State,67.0,74.4,7.4,-13.5,6.1,141.2,144.5,3.3,TOTAL UNDER 144.5 (5.0%); SPREAD Evansville +13.5 (5.0%)
2026-01-01,Valparaiso,Southern Illinois,72.9,79.0,6.0,-7.5,1.5,151.1,147.5,3.6,TOTAL OVER 147.5 (5.0%)
2026-01-01,Chattanooga,UNC Greensboro,72.8,74.0,1.2,1.5,2.7,139.4,147.5,8.1,TOTAL UNDER 147.5 (2.8%); SPREAD UNC Greensboro +1.5 (5.0%)
2026-01-01,Portland State,Weber State,74.0,69.2,-4.8,-0.5,5.3,142.9,150.5,7.6,TOTAL UNDER 150.5 (5.0%); SPREAD Portland State +0.5 (5.0%)
2026-01-01,Morehead State,Lindenwood,62.4,68.6,6.2,-7.5,1.3,130.9,150.5,19.6,TOTAL UNDER 150.5 (5.0%)
2026-01-01,Southern Indiana,SIU Edwardsville,63.6,74.5,10.8,-10.5,0.3,138.2,136.5,1.7,
2026-01-01,Western Illinois,Tennessee-Martin,61.9,74.6,12.7,-13.5,0.8,136.5,137.5,1.0,
2026-01-01,UC Irvine,Cal State Bakersfield,78.2,69.3,-8.9,10.5,1.6,147.3,143.5,3.8,TOTAL OVER 143.5 (5.0%)
2026-01-01,Omaha,South Dakota State,76.6,80.5,3.9,-7.5,3.6,152.8,151.5,1.3,SPREAD Omaha +7.5 (5.0%)
2026-01-01,Northern Arizona,Montana,72.4,79.6,7.2,-5.5,1.7,147.1,148.5,1.4,
2026-01-01,Tennessee Tech,Arkansas Little Rock,60.7,76.9,16.2,-0.5,15.7,137.3,143.5,6.2,TOTAL UNDER 143.5 (5.0%); SPREAD Arkansas Little Rock -0.5 (5.0%)
2026-01-01,Bellarmine,West Georgia,75.6,75.2,-0.4,1.5,1.1,147.7,152.5,4.8,TOTAL UNDER 152.5 (5.0%)
2026-01-01,Bradley,Belmont,74.8,78.3,3.6,-4.5,0.9,152.1,153.5,1.4,
2026-01-01,Eastern Kentucky,Queens University,78.9,81.2,2.3,-4.5,2.2,151.8,164.5,12.7,TOTAL UNDER 164.5 (5.0%); SPREAD Eastern Kentucky +4.5 (5.0%)
2026-01-01,Hawaii,UC Riverside,67.7,73.0,5.3,7.5,12.8,140.1,150.5,10.4,TOTAL UNDER 150.5 (5.0%); SPREAD UC Riverside +7.5 (5.0%)
2026-01-01,Indiana State,Northern Iowa,71.2,77.9,6.7,-9.5,2.8,148.1,134.5,13.6,TOTAL OVER 134.5 (5.0%); SPREAD Indiana State +9.5 (5.0%)
2026-01-01,North Florida,Austin Peay,77.1,79.2,2.1,-14.5,12.4,150.1,162.5,12.4,TOTAL UNDER 162.5 (5.0%); SPREAD North Florida +14.5 (5.0%)
2026-01-01,Utah Tech,Abilene Christian,63.9,79.3,15.4,-5.5,9.9,143.7,138.5,5.2,TOTAL OVER 138.5 (5.0%); SPREAD Abilene Christian -5.5 (5.0%)
2026-01-01,Utah Valley,Tarleton State,62.0,66.7,4.7,3.5,8.2,128.9,147.5,18.6,TOTAL UNDER 147.5 (5.0%); SPREAD Tarleton State +3.5 (5.0%)
2026-01-01,Murray State,Illinois Chicago,71.9,72.5,0.6,6.5,7.1,144.3,158.5,14.2,TOTAL UNDER 158.5 (5.0%); SPREAD Illinois Chicago +6.5 (5.0%)
2026-01-01,Northern Colorado,Montana State,75.9,74.2,-1.7,-2.5,4.2,148.5,150.5,2.0,SPREAD Northern Colorado +2.5 (5.0%)
2026-01-01,Sacramento State,Idaho State,64.1,74.9,10.8,-10.5,0.3,139.3,150.5,11.2,TOTAL UNDER 150.5 (5.0%)
2026-01-01,UC San Diego,Cal Poly,83.1,72.1,-11.0,8.5,2.5,151.0,171.5,20.5,TOTAL UNDER 171.5 (5.0%); SPREAD UC San Diego -8.5 (5.0%)
